interaction_id,interaction_date,country,region,business_unit,interaction_type,stakeholder_id,employee_id,declared_purpose,duration_minutes
I005653,2024-09-22,Italy,EMEA,Vaccines,Speaker Program,S01237,E00129,Advisory board discussion on unmet needs,96.0
I005654,2024-03-14,IN,APAC,Oncology,1:1 Meeting,S01192,E00022,Discussed topics,23.0
I005655,2025-03-13,U.S.,Americas,Specialty,Speaker Program,S00062,E00078,Scientific exchange on clinical data,94.0
I005656,2024-12-13,JP,APAC,Primary Care,1:1 Meeting,S01783,E00024,Scientific exchange on clinical data,28.0
I005657,2025-04-20,BR,Americas,Respiratory,Group Meeting,S00046,E00816,Speaker program educational session,32.0
I005658,2024-09-05,DE,EMEA,Specialty,Advisory Board,S01419,E00339,Scientific exchange on clinical data,210.0
I005659,2024/06/30,United States,Americas,Oncology,Group Meeting,S01236,E00249,Speaker program educational session,77.0
I005660,2024-05-16,Canada,Americas,Oncology,Speaker Program,S00455,E00616,Congress meeting and follow-up,108.0
I005661,2024-04-29,United States of America,Americas,Specialty,Group Meeting,S01200,E00059,Product information discussion (on-label),77.0
I005662,2024-05-10,JP,APAC,Oncology,Advisory Board,S00629,E00261,Training and best practice sharing,184.0
I005663,2025-04-01,FR,EMEA,Respiratory,1:1 Meeting,S00023,E00072,Congress meeting and follow-up,20.0
I005664,2024-02-21,France,EMEA,Oncology,1:1 Meeting,S01101,E00025,Product information discussion (on-label),44.0
I005665,2024-04-28,BR,Americas,Oncology,1:1 Meeting,S00837,E00361,Advisory board discussion on unmet needs,15.0
I005666,2024-09-11,Great Britain,EMEA,Primary Care,Group Meeting,S00095,E00156,Product information discussion (on-label),56.0
I005667,2024-11-04,FRA,EMEA,Vaccines,1:1 Meeting,S00614,E00234,Training and best practice sharing,39.0
I005668,2025-05-09,United States,Americas,Oncology,1:1 Meeting,S01166,E00395,Scientific exchange on clinical data,28.0
I005669,2024-02-26,GB,EMEA,Primary Care,Congress/Conference,S01011,E00509,Speaker program educational session,126.0
I005670,2025-01-03,United Kingdom,EMEA,Vaccines,1:1 Meeting,S01317,E00613,Market access discussion,22.0
I005671,2024-08-19,FR,EMEA,Primary Care,1:1 Meeting,S01629,E00822,Scientific exchange on clinical data,23.0
I005672,2024-09-23,US,Americas,Respiratory,Speaker Program,S01449,E00273,Congress meeting and follow-up,132.0
I005673,2024-04-27,Japan,APAC,Vaccines,Speaker Program,S00950,E00574,Advisory board discussion on unmet needs,120.0
I005674,2024-06-01,DE,EMEA,Vaccines,Advisory Board,S01523,E00993,Training and best practice sharing,134.0
I005675,2024-08-26,JP,APAC,Specialty,Speaker Program,S00137,E00076,Training and best practice sharing,81.0
I005676,2024-06-14,US,Americas,Specialty,1:1 Meeting,S01576,E00658,Speaker program educational session,48.0
I005677,2024-01-08,Mexico,Americas,Oncology,Group Meeting,S01039,E00895,Speaker program educational session,409.0
I005678,2024-04-16,U.S.,Americas,Vaccines,1:1 Meeting,S00981,E00434,Congress meeting and follow-up,23.0
I005679,2024-01-09,DE,EMEA,Specialty,Advisory Board,S00409,E00467,Training and best practice sharing,216.0
I005680,2024-11-04,US,Americas,Specialty,Speaker Program,S00962,E00455,Speaker program educational session,117.0
I005681,2024-05-24,United States of America,Americas,Oncology,Group Meeting,S00757,E00492,Training and best practice sharing,66.0
I005682,2025-02-02,MEX,Americas,Specialty,1:1 Meeting,S00747,E00074,Speaker program educational session,26.0
I005683,2024-10-01,ITA,EMEA,Vaccines,Speaker Program,S00973,E00363,Advisory board discussion on unmet needs,45.0
I005684,2025-03-23,United States,Americas,Respiratory,1:1 Meeting,S00393,E00281,Product information discussion (on-label),27.0
I005685,2025-01-23,United States,Americas,Specialty,Speaker Program,S00761,E00199,Product information discussion (on-label),104.0
I005686,2024-10-04,U.S.,Americas,Primary Care,1:1 Meeting,S00077,E00522,Speaker program educational session,51.0
I005687,2024-02-15,United States of America,Americas,Respiratory,1:1 Meeting,S00217,E00830,Market access discussion,38.0
I005688,2025-06-23,United States of America,Americas,Specialty,1:1 Meeting,S00130,E00790,Speaker program educational session,47.0
I005689,2024-03-27,DEU,EMEA,Primary Care,1:1 Meeting,S01433,E00274,Product information discussion (on-label),38.0
I005690,2024-01-22,IND,APAC,Specialty,1:1 Meeting,S00779,E00634,Training and best practice sharing,42.0
I005691,2025-03-25,BR,Americas,Specialty,1:1 Meeting,S01222,E00746,Market access discussion,23.0
I005692,2024-07-01,IN,APAC,Respiratory,1:1 Meeting,S00836,E00447,Market access discussion,24.0
I005693,2025-01-31,Brazil,Americas,Respiratory,Congress/Conference,S00776,E00767,Business discussion,181.0
I005694,2024-01-17,India,APAC,Respiratory,1:1 Meeting,S00285,E00678,Advisory board discussion on unmet needs,25.0
I005695,2024-07-01,FR,EMEA,Specialty,1:1 Meeting,S01718,E00331,Advisory board discussion on unmet needs,23.0
I005696,2025-04-26,UK,EMEA,Oncology,Advisory Board,S01361,E00937,Catch-up,217.0
I005697,2024-09-19,FRA,EMEA,Vaccines,Congress/Conference,S00165,E00896,Scientific exchange on clinical data,90.0
I005698,2025-01-28,Mexico,Americas,Vaccines,1:1 Meeting,S00668,E00934,Advisory board discussion on unmet needs,21.0
I005699,2024-07-13,United States of America,Americas,Specialty,1:1 Meeting,S01420,E00945,Scientific exchange on clinical data,20.0
I005700,2024-03-01,CA,Americas,Oncology,Advisory Board,S00143,E00092,Advisory board discussion on unmet needs,151.0
I005701,2024-06-14,DE,EMEA,Vaccines,1:1 Meeting,S01370,E00694,Congress meeting and follow-up,32.0
I005702,2024-01-03,Germany,EMEA,Primary Care,Group Meeting,S00033,E00621,Congress meeting and follow-up,81.0
I005703,2025-04-27,ITA,EMEA,Oncology,Speaker Program,S00312,E00596,Product information discussion (on-label),99.0
I005704,2024-11-27,United States,Americas,Oncology,1:1 Meeting,S01356,E00395,Advisory board discussion on unmet needs,31.0
I005705,2024-09-20,USA,Americas,Specialty,1:1 Meeting,S00113,E00648,Congress meeting and follow-up,23.0
I005706,2025-01-14,United States of America,Americas,Vaccines,1:1 Meeting,S00503,E00707,Advisory board discussion on unmet needs,29.0
I005707,2024-08-06,MX,Americas,Primary Care,Congress/Conference,S00573,E00684,Market access discussion,134.0
I005708,2024-03-29,United States,Americas,Respiratory,1:1 Meeting,S01149,E00589,Product information discussion (on-label),27.0
I005709,2024-11-28,Germany,EMEA,Specialty,Group Meeting,S01556,E00226,Business discussion,53.0
I005710,2024-12-19,DEU,EMEA,Oncology,1:1 Meeting,S00466,E00619,Congress meeting and follow-up,0.0
I005711,2024-04-09,DE,EMEA,Specialty,1:1 Meeting,S01666,E00681,Congress meeting and follow-up,41.0
I005712,2025-05-09,India,APAC,Respiratory,1:1 Meeting,S01304,E00397,Training and best practice sharing,46.0
I005713,2025-05-07,IT,EMEA,Respiratory,1:1 Meeting,S01337,E00899,Business discussion,17.0
I005714,2025-05-27,U.S.,Americas,Vaccines,1:1 Meeting,S01010,E00862,Speaker program educational session,50.0
I005715,2024-05-09,MEX,Americas,Oncology,1:1 Meeting,S00986,E00794,Product information discussion (on-label),21.0
I005716,2024-05-17,BRA,Americas,Vaccines,Congress/Conference,S00427,E00845,Scientific exchange on clinical data,147.0
I005717,2024-10-01,IND,APAC,Specialty,Speaker Program,S01240,E00518,Congress meeting and follow-up,130.0
I005718,2024-09-12,India,APAC,Specialty,Congress/Conference,S00618,E00137,Scientific exchange on clinical data,137.0
I005719,2025-03-31,United Kingdom,EMEA,Specialty,1:1 Meeting,S00650,E00985,Training and best practice sharing,37.0
I005720,2025-04-17,ITA,EMEA,Vaccines,Group Meeting,S00814,E00122,Market access discussion,0.0
I005721,2025-02-26,FR,EMEA,Vaccines,Congress/Conference,S00200,E00921,Training and best practice sharing,
I005722,2025-03-03,USA,Americas,Primary Care,Group Meeting,S00294,E00461,Scientific exchange on clinical data,99.0
I005723,2025-02-22,CA,Americas,Primary Care,Group Meeting,S00161,E00379,Advisory board discussion on unmet needs,20.0
I005724,2024-07-20,CA,Americas,Specialty,1:1 Meeting,S01108,E00603,Product information discussion (on-label),6.0
I005725,2024-06-27,Canada,Americas,Vaccines,1:1 Meeting,S00608,E00434,Training and best practice sharing,11.0
I005726,2025-05-15,US,Americas,Respiratory,1:1 Meeting,S01048,E00604,Training and best practice sharing,32.0
I005727,2024-04-21,United States of America,Americas,Oncology,Speaker Program,S01567,E00232,,121.0
I005728,2024-12-13,USA,Americas,Specialty,Speaker Program,S00395,E00679,,39.0
I005729,2024-12-23,JP,APAC,Respiratory,Group Meeting,S01737,E00530,Congress meeting and follow-up,56.0
I005730,2024-07-03,MEX,Americas,Primary Care,Advisory Board,S00773,E00508,Congress meeting and follow-up,120.0
I005731,2024-02-23,United States of America,Americas,Oncology,Speaker Program,S00138,E00256,Congress meeting and follow-up,78.0
I005732,2024-08-15,India,APAC,Vaccines,1:1 Meeting,S00377,E00402,Advisory board discussion on unmet needs,29.0
I005733,2025-03-03,GB,EMEA,Specialty,Group Meeting,S01086,E00947,Scientific exchange on clinical data,54.0
I005734,2025-05-10,FR,EMEA,Primary Care,Group Meeting,S00939,E00837,Speaker program educational session,93.0
I005735,2025-02-28,IND,APAC,Primary Care,1:1 Meeting,S00146,E00373,Scientific exchange on clinical data,25.0
I005736,2024-02-08,Great Britain,EMEA,Respiratory,Group Meeting,S00448,E00076,Scientific exchange on clinical data,31.0
I005737,2024-07-28,Japan,APAC,Primary Care,Group Meeting,S00213,E00937,Catch-up,
I005738,2024-10-07,BR,Americas,Oncology,1:1 Meeting,S01796,E00361,Scientific exchange on clinical data,38.0
I005739,2024-05-12,DEU,EMEA,Vaccines,1:1 Meeting,S01566,E00944,Market access discussion,36.0
I005740,2024-08-25,Great Britain,EMEA,Oncology,Group Meeting,S00287,E00637,Scientific exchange on clinical data,70.0
I005741,2025-04-01,JP,APAC,Primary Care,Group Meeting,S01224,E00488,Speaker program educational session,64.0
I005742,2024-06-21,Brazil,Americas,Respiratory,1:1 Meeting,S00223,E00772,Congress meeting and follow-up,29.0
I005743,2024-07-11,DE,EMEA,Respiratory,Advisory Board,S00425,E00562,Product information discussion (on-label),178.0
I005744,2025-02-12,IT,EMEA,Respiratory,1:1 Meeting,S00279,E00769,Product information discussion (on-label),19.0
I005745,2024-03-24,U.S.,Americas,Oncology,1:1 Meeting,S00907,E00366,Product information discussion (on-label),17.0
I005746,2024-07-27,IN,APAC,Specialty,Speaker Program,S01405,E00445,Congress meeting and follow-up,91.0
I005747,2025-06-05,BR,Americas,Specialty,Group Meeting,S00277,E00319,Congress meeting and follow-up,75.0
I005748,2024-08-31,FRA,EMEA,Vaccines,1:1 Meeting,S01083,E00607,Training and best practice sharing,29.0
I005749,2025-01-27,JP,APAC,Oncology,Congress/Conference,S00138,E00320,Congress meeting and follow-up,141.0
I005750,2024-01-09,BRA,Americas,Vaccines,1:1 Meeting,S01289,E00280,Speaker program educational session,24.0
I005751,2024-06-01,United Kingdom,EMEA,Oncology,1:1 Meeting,S00633,E00087,Product information discussion (on-label),37.0
I005752,2024-05-31,FRA,EMEA,Specialty,Congress/Conference,S00277,E00613,Market access discussion,102.0
I005753,2025-02-18,IN,APAC,Primary Care,Group Meeting,S00370,E00123,Advisory board discussion on unmet needs,109.0
I005754,2024-03-07,USA,Americas,Oncology,1:1 Meeting,S00960,E00831,Speaker program educational session,20.0
I005755,2024-07-02,IT,EMEA,Respiratory,Group Meeting,S01060,E00821,Scientific exchange on clinical data,66.0
I005756,2025-06-06,CA,Americas,Respiratory,1:1 Meeting,S00485,E00822,,50.0
I005757,2024-10-09,IN,APAC,Specialty,Advisory Board,S00801,E00878,Congress meeting and follow-up,120.0
I005758,2024-02-23,U.S.,Americas,Specialty,Group Meeting,S01143,E00563,Scientific exchange on clinical data,65.0
I005759,2024/02/24,JPN,APAC,Oncology,Group Meeting,S00766,E00979,Congress meeting and follow-up,60.0
I005760,2025-02-21,IN,APAC,Vaccines,Congress/Conference,S00851,E00885,Congress meeting and follow-up,106.0
I005761,2024-08-12,BRA,Americas,Vaccines,Group Meeting,S01548,E00475,Product information discussion (on-label),58.0
I005762,2024-05-25,JPN,APAC,Specialty,1:1 Meeting,S01395,E00572,Scientific exchange on clinical data,37.0
I005763,2025-01-19,IT,EMEA,Vaccines,Group Meeting,S01119,E00009,Product information discussion (on-label),75.0
I005764,2024-10-10,USA,Americas,Respiratory,Group Meeting,S00540,E00564,Speaker program educational session,58.0
I005765,2024-10-28,U.S.,Americas,Primary Care,1:1 Meeting,S01689,E00557,Congress meeting and follow-up,33.0
I005766,2025-06-12,U.S.,Americas,Vaccines,1:1 Meeting,S00293,E00959,Follow-up,56.0
I005767,2024-02-03,BR,Americas,Respiratory,Group Meeting,S00508,E00217,Training and best practice sharing,83.0
I005768,2025-01-05,MEX,Americas,Respiratory,1:1 Meeting,S01298,E00885,Training and best practice sharing,40.0
I005769,2025-02-12,USA,Americas,Vaccines,1:1 Meeting,S01658,E00732,Market access discussion,31.0
I005770,2024-03-11,United Kingdom,EMEA,Primary Care,1:1 Meeting,S00505,E00531,Advisory board discussion on unmet needs,40.0
I005771,2024-03-24,CA,Americas,Respiratory,Group Meeting,S01023,E00467,Congress meeting and follow-up,44.0
I005772,2024-08-19,UK,EMEA,Oncology,Group Meeting,S00080,E00652,Meeting,91.0
I005773,2024-10-08,ITA,EMEA,Specialty,Speaker Program,S00040,E00090,Business discussion,74.0
I005774,2024-11-06,GB,EMEA,Vaccines,Group Meeting,S01311,E00187,Scientific exchange on clinical data,36.0
I005775,2024-03-19,IND,APAC,Respiratory,Group Meeting,S01669,E00588,Market access discussion,49.0
I005776,2024-04-04,FRA,EMEA,Respiratory,Speaker Program,S00363,E00007,Advisory board discussion on unmet needs,92.0
I005777,2024-12-16,IN,APAC,Respiratory,Speaker Program,S00842,E00072,Congress meeting and follow-up,140.0
I005778,2024-04-20,IN,APAC,Primary Care,Group Meeting,S01218,E00486,Meeting,44.0
I005779,2025-06-10,GB,EMEA,Respiratory,Speaker Program,S00853,E00715,Market access discussion,137.0
I005780,2024-01-09,DEU,EMEA,Vaccines,Group Meeting,S00464,E00443,Speaker program educational session,0.0
I005781,2024-10-02,Brazil,Americas,Primary Care,1:1 Meeting,S00198,E00462,Advisory board discussion on unmet needs,14.0
I005782,2025-03-08,IN,APAC,Primary Care,Group Meeting,S00845,E00493,Advisory board discussion on unmet needs,51.0
I005783,2024-12-21,Germany,EMEA,Oncology,1:1 Meeting,S01375,E00646,Scientific exchange on clinical data,46.0
I005784,2024-10-01,IND,APAC,Primary Care,1:1 Meeting,S01370,E00894,Speaker program educational session,41.0
I005785,2025-05-08,IT,EMEA,Oncology,Congress/Conference,S00299,E00281,Market access discussion,94.0
I005786,2024-07-01,IND,APAC,Vaccines,Group Meeting,S00711,E00391,Scientific exchange on clinical data,102.0
I005787,2024-11-05,CAN,Americas,Respiratory,1:1 Meeting,S00145,E00826,Scientific exchange on clinical data,38.0
I005788,2024-12-05,Great Britain,EMEA,Respiratory,Advisory Board,S00123,E00606,Speaker program educational session,159.0
I005789,2025-06-02,FRA,EMEA,Specialty,Speaker Program,S00152,E00467,Training and best practice sharing,152.0
I005790,2024-05-12,MX,Americas,Specialty,Speaker Program,S01283,E00069,Product information discussion (on-label),69.0
I005791,2024-05-27,United States of America,Americas,Oncology,Group Meeting,S00495,E00950,Advisory board discussion on unmet needs,61.0
I005792,2024-12-11,GB,EMEA,Oncology,1:1 Meeting,S00333,E00477,Congress meeting and follow-up,28.0
I005793,2024-09-05,India,APAC,Primary Care,Group Meeting,S00779,E00190,Training and best practice sharing,73.0
I005794,2024-05-29,JPN,APAC,Respiratory,1:1 Meeting,S00143,E00571,Training and best practice sharing,32.0
I005795,2025-06-09,USA,Americas,Oncology,Speaker Program,S01356,E00690,Product information discussion (on-label),54.0
I005796,2024-10-09,US,Americas,Vaccines,Group Meeting,S01355,E00172,Training and best practice sharing,77.0
I005797,2024-11-30,BR,Americas,Vaccines,Congress/Conference,S00889,E00502,Speaker program educational session,80.0
I005798,2024-12-01,ITA,EMEA,Oncology,Group Meeting,S00937,E00026,Speaker program educational session,84.0
I005799,2024-03-21,USA,Americas,Specialty,Congress/Conference,S00486,E00632,,125.0
I005800,2024-07-03,DE,EMEA,Oncology,Group Meeting,S01790,E00993,Product information discussion (on-label),81.0
I005801,2024-05-02,US,Americas,Respiratory,1:1 Meeting,S01058,E00570,Market access discussion,19.0
I005802,2025-03-18,IND,APAC,Respiratory,Speaker Program,S00772,E00040,Market access discussion,112.0
I005803,2025-05-28,Germany,EMEA,Primary Care,Speaker Program,S00175,E00585,Speaker program educational session,89.0
I005804,2024-09-18,BRA,Americas,Primary Care,1:1 Meeting,S01699,E00463,Scientific exchange on clinical data,18.0
I005805,2025-05-05,United States,Americas,Oncology,1:1 Meeting,S01254,E00323,Scientific exchange on clinical data,19.0
I005806,2024-09-24,Mexico,Americas,Primary Care,Speaker Program,S00950,E00032,Congress meeting and follow-up,84.0
I005807,2024-01-12,BR,Americas,Specialty,Group Meeting,S00900,E00405,Scientific exchange on clinical data,51.0
I005808,2024-10-27,FR,EMEA,Respiratory,Advisory Board,S00704,E00305,Speaker program educational session,161.0
I005809,2024-04-20,FR,EMEA,Specialty,Group Meeting,S01713,E00643,Market access discussion,74.0
I005810,2025-02-20,Great Britain,EMEA,Respiratory,Speaker Program,S01254,E00172,Speaker program educational session,99.0
I005811,2024-08-01,Mexico,Americas,Primary Care,Speaker Program,S00855,E00027,Product information discussion (on-label),63.0
